Source,Additional_Lng,f6,f16,f17,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,D1,D2,D3,y,Location_Available,Wind_D_Calm,Wind_D_Variable,Wind_D_Sin,Wind_D_Cos,Record_Delay_Time,is_holiday,has_sensitive_word,Address_Freq,Address_Mean
2,-0.15278645,-0.687551,0.63329625,-0.90054154,0.53417677,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,-1.5462592,0.114938535,-0.023286004,0,0,1.3027936,1.2468531
3,-1.3579296,-0.687551,-0.33601645,0.2755151,1.1742263,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0.055601574,-1.5430081,0.44669294,1,0,1.0875983,0.68010175
1,1.1930017,2.0918415,-0.20383745,0.06685991,-1.5993218,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0.055601574,0.114938535,0.44018805,0,0,-0.33122882,0.9581307
1,1.0650506,-0.18726039,0.10458023,0.1996405,-0.10587281,-0.6422932,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0.6686071,-1.4168044,-0.13346273,0,0,-1.1385201,-1.3167169
1,-1.490795,2.0362535,1.3823106,0.46520168,-0.9592722,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,-1.5462592,0.114938535,0.23812963,1,0,-1.5910699,-1.6767288
1,-1.5766466,-0.547373,0.1486399,0.46520168,0.96087646,-0.6422932,0,0,0,0,1,0,1,0,0,0,0,1,1,1,2,1,0,0,1.535528,-0.5195302,-0.0789842,0,0,-0.6769486,-1.0907292
2,0.44549397,-0.687551,-0.24789712,1.05323,-0.6179125,1.3544902,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0.055601574,-1.5430081,0.2608968,0,0,0.5211077,-0.5040167
1,-0.012448702,-0.600544,0.7654753,-1.4885699,-1.5993218,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0.055601574,0.114938535,-0.31681958,0,0,-1.4684018,0.3628635
1,-1.0113347,-0.5401224,-1.3493888,-1.7351624,-0.31922266,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,-1.4243248,-0.5195302,-0.15216433,1,0,0.23362662,-1.1014227
2,-0.17026602,-0.687551,-1.4375082,-1.7730998,-0.5325725,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0.055601574,0.114938535,-0.31356713,0,0,0.7089507,-0.5781578
1,-1.5150973,0.3081965,1.2941914,0.047891248,-0.31922266,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1.1882882,-1.0574068,-0.42049143,0,0,-0.5562941,-1.641797
1,-1.3249003,2.0918415,0.5451769,-1.2419773,-1.5993218,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0.055601574,0.114938535,0.32350644,0,0,1.608015,0.060596067
1,0.74139,-0.5763753,0.016460894,-0.9574475,-1.5993218,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0.055601574,0.114938535,0.1242939,0,0,-1.3753313,0.45696563
2,-0.22684273,-0.687551,-0.24789712,-0.72982365,-1.5993218,-0.6422932,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,0,1,0,0.055601574,0.114938535,0.069002256,1,0,0.53128767,0.24737453
2,-0.027621895,-0.687551,-1.8340452,1.2618853,-0.10587281,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1.6574624,0.114938535,0.62883013,0,0,0.91887385,-0.1960461
2,0.74082035,-0.687551,0.8535946,0.5979823,-1.5993218,-0.6422932,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,1,0,0.055601574,0.114938535,-0.6404383,0,0,0.8954497,-1.0871648
1,0.6982568,-0.47486708,0.8535946,0.9394181,-0.1272078,0.6702609,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,-0.557404,-1.4168044,-0.435534,0,0,0.4493028,-0.98308206
1,-1.4038156,0.26469296,-1.9662242,0.46520168,-0.1272078,-0.48985267,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,1,0.055601574,0.114938535,-0.3103147,0,0,1.349334,-1.7045317
2,-1.3524501,-0.687551,-0.27006543,-0.06981726,-0.20748493,0.25817445,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,-0.114170074,-0.40919745,-0.0033535217,1,0,-0.599634,-0.36001194
2,-0.17129457,-0.687551,-0.46819547,-1.2230088,-0.31922266,-0.6422932,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,-1.077085,1.2872838,-0.44447824,0,0,-1.4684018,-0.7499654
1,1.0990499,1.4489558,0.016460894,0.7687002,-0.9592722,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.6686071,1.6466814,0.65281695,0,0,-0.33382866,-0.17038187
2,1.3545853,-0.44586474,-1.2172098,-0.29354456,0.53417677,-0.6422932,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0.055601574,-1.5430081,-0.45911428,0,0,-1.5910699,0.2616324
1,0.12682037,-0.6561318,-0.20383745,0.69282556,1.3449062,0.6451572,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,-1.077085,1.2872838,-0.12695783,1,1,-1.5910699,1.8663589
1,-1.2965337,-0.687551,-0.15977779,0.46520168,0.10747705,-0.6422932,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,0,0,-1.4243248,-0.5195302,0.5796369,0,0,0.20990422,0.41989508
1,1.1190785,-0.4869514,-1.5696872,0.86354345,-0.10587281,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,-1.5462592,0.114938535,0.1966609,0,0,-1.4684018,1.0636392
1,1.1899922,-0.5401224,0.060520563,0.6548883,-0.5325725,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0.055601574,0.114938535,0.7259971,1,1,-0.22681645,-0.15042083
1,-0.15242423,0.3033628,-0.07917036,-0.2299,0.42322204,1.7589697,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,-0.09733651,0.24617864,-0.0033535217,0,0,0.7804782,1.5370014
2,-1.3262717,-0.687551,-0.20383745,0.7117942,-0.120655395,-0.122452855,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1.6574624,0.114938535,0.011677831,0,0,1.5637722,-0.88541543
1,0.68762743,-0.66579926,0.8535946,0.7117942,0.3208269,-0.6422932,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,0,0,-1.4243248,-0.5195302,-0.64247113,1,0,-1.3753313,-1.3131524
2,0.0054020477,-0.687551,0.8976543,-0.19870128,-0.10587281,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0.055601574,1.7728852,0.50848955,1,1,-0.07622878,1.174138
1,-1.3672317,2.0918415,0.67735595,0.25654647,-0.5325725,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0.055601574,1.7728852,-0.2619345,0,0,0.9236452,1.4001256
1,-1.3753897,2.0918415,-1.6578065,-0.55910575,0.53417677,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,1.6574624,0.114938535,-0.20095107,0,0,0.707892,0.21743295
2,-0.9838125,-0.687551,-0.9969115,0.56004494,-0.04898421,-0.15232848,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0.055601574,0.114938535,0.77234447,0,0,-0.62371355,-0.5489291
1,0.39210618,2.0918415,0.32487857,0.35138974,-0.1272078,1.5540141,0,0,0,1,0,0,0,0,0,0,0,1,1,1,3,1,0,0,0.6686071,1.6466814,-0.53717303,0,0,-0.7089631,1.9340838
2,-1.3597053,-0.687551,-0.8647325,0.2755151,-0.31922266,-0.6422932,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0.055601574,1.7728852,0.41172913,0,0,1.6775906,0.0841216
2,-0.075856656,-0.687551,-0.38007614,1.7171329,1.3449062,2.3006148,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,1.6574624,0.114938535,-0.42862254,0,0,-0.096028365,-0.8326612
2,1.0341922,-0.687551,-0.07165845,0.38932705,-0.8525973,0.6919149,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,1,0.055601574,0.114938535,0.7020103,0,0,-0.31160036,-0.78347147
2,0.4698367,-0.687551,-0.6884938,-0.69188637,-0.10587281,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1.535528,-0.5195302,-0.35178342,0,0,-1.5910699,0.48049116
2,-0.67117953,-0.687551,-1.7459259,-2.4370027,2.0276258,0.4360127,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0.055601574,-1.5430081,0.18974945,0,0,-0.13437085,-1.3209943
2,1.0359259,-0.6633824,0.80953497,-0.3694192,-0.002694767,0.75156593,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,1,0,0.055601574,0.114938535,-0.6156384,0,0,-0.1301654,1.3730356
2,0.64560384,-0.687551,-0.07165845,0.92044944,0.6195167,2.3006148,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,-0.557404,1.6466814,0.12551357,0,0,0.3811091,1.8506751
1,1.1558231,1.1492648,1.1620123,0.6169509,-0.9592722,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,-1.4243248,-0.5195302,0.064530134,0,0,-1.4684018,0.7428365
1,1.2045243,2.0918415,-0.64443415,-0.5211684,2.2398665,-0.6422932,0,0,0,1,0,0,0,1,0,0,0,1,1,1,2,1,0,0,1.1882882,-1.0574068,-0.6156384,0,0,-0.93088114,0.62378305
2,-1.2868515,-0.6633824,0.9857736,0.82560617,-0.24481288,0.8511517,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0.055601574,0.114938535,-7.617349,0,0,0.20990422,0.46837196
2,0.0016976405,-0.687551,-1.0409712,-0.9953848,0.3208269,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,1.535528,-0.5195302,-0.40463573,0,0,-0.26286128,0.6815275
1,-1.5446022,-0.08575215,-2.539,0.06685991,0.53417677,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,1.1882882,-1.0574068,0.018589286,0,0,0.24738568,-0.76137173
1,0.7992631,0.07134394,-1.5256275,-0.710855,-1.5993218,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0.055601574,0.114938535,0.40319145,0,0,0.46374872,-1.2867752
2,-0.17739195,-0.6633824,-1.9221646,0.40829572,0.12881203,1.2635992,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,1.6574624,0.114938535,-0.6079138,0,1,0.598067,-0.827671
1,1.2455139,1.5117942,0.8535946,0.5979823,2.2398665,1.5645329,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,1.535528,0.74940723,0.0685957,0,1,-1.0603426,0.7906004
2,0.79468197,-0.687551,1.2501316,0.74973154,-0.24332617,0.8664004,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0.055601574,0.114938535,-0.039954808,0,0,-1.3753313,-1.2917656
1,-1.6338513,1.8839911,-1.4815679,0.52210766,0.12881203,2.3006148,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0.6686071,-1.4168044,-0.078577645,1,0,0.8622134,-0.2081653
2,0.46005738,-0.687551,0.80953497,1.1860106,-0.36189264,1.3544902,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1.6574624,0.114938535,0.10071364,0,0,0.6913278,-0.5040167
1,0.82923776,0.61755496,0.8976543,0.6359196,0.10747705,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1.535528,-0.5195302,0.82357055,0,0,1.1112368,-0.98522073
2,-0.05053204,-0.687551,1.073893,1.2618853,0.53417677,-0.6422932,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,1.6574624,0.114938535,0.19706745,0,0,0.5228462,-0.13045977
2,-1.5430293,-0.687551,1.0298333,0.40829572,0.36349687,0.11545907,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,-1.5462592,0.114938535,0.59793186,0,0,1.1138885,-0.94173414
1,0.4681516,1.6084688,-1.3493888,0.6548883,-0.31922266,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,-1.4243248,-0.5195302,0.06737603,1,0,-1.7692647,-1.2996074
2,0.20344782,-0.687551,0.9857736,0.6548883,-0.1272078,2.3006148,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,-1.077085,1.2872838,-0.35950798,0,0,0.29989636,-0.71574646
2,0.7306819,-0.687551,-1.6137469,-0.9574475,-0.31922266,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,-1.077085,-1.0574068,0.119008675,0,0,0.13004318,-0.55962247
2,-0.11885762,-0.687551,-0.6884938,-0.4452938,0.3208269,-0.6422932,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,-1.077085,-1.0574068,-0.6762153,0,0,0.7165602,0.38852772
1,1.0936548,-0.5522067,0.36893824,-0.61601174,0.53417677,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0.6686071,-1.4168044,-0.22371821,0,0,-1.7692647,-1.4072546
2,1.1816115,-0.687551,-1.1731502,1.4326031,-0.1272078,0.66169906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-0.557404,-1.4168044,0.56215495,1,0,-0.025784187,-0.031367376
1,-1.5462421,-0.687551,1.2501316,0.9014808,-0.10587281,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,-1.5462592,0.114938535,-0.20095107,1,0,1.7409271,-0.49973932
2,-1.5877149,-0.687551,0.07433991,0.92044944,0.06913285,0.25817445,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0.055601574,0.114938535,1.8619151,0,0,-0.72618526,-0.53894854
1,0.5185944,-0.65129805,0.9857736,-1.4126953,0.10747705,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0.6686071,-1.4168044,0.23528375,0,0,-0.043174587,-1.0828873
2,0.49113953,-0.687551,-0.11571811,-1.0902281,-0.31922266,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1.1882882,-1.0574068,0.08729728,0,0,1.2538098,0.8454933
2,0.08434007,1.3909512,0.5451769,1.5464151,0.36349687,0.47539854,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,-1.4243248,0.74940723,0.34180146,0,0,0.26571134,0.7963036
2,0.7939171,-0.687551,1.206072,-0.710855,-1.5993218,-0.6422932,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,1,0,0.055601574,0.114938535,0.036884315,0,0,0.98622125,-1.3858677
2,0.66659814,-0.687551,0.9417139,0.8825121,0.33594474,0.361144,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0.055601574,0.114938535,0.09786775,0,1,0.32619444,2.0538502
1,0.5236173,-0.687551,-0.90879214,0.74973154,0.12881203,0.66296124,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,0,0,-1.077085,1.2872838,0.045421995,0,0,-0.043174587,-0.9146441
1,-0.12830803,-0.15100744,-1.7899855,-0.9574475,-0.9592722,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,1,0.055601574,0.114938535,0.45035198,0,0,0.9647219,0.59170276
1,-1.2980813,-0.45794904,1.4263703,-0.3694192,0.10747705,2.3006148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.055601574,1.7728852,0.06737603,1,0,1.6944114,0.72358835
2,0.26544932,-0.687551,0.2808189,0.9014808,0.10747705,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,-1.077085,1.2872838,-0.22534443,0,0,1.4890772,-0.14186609
1,-1.5675796,0.52088046,-0.60037446,0.74973154,0.96087646,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,-1.4243248,0.74940723,-0.37170467,0,0,-0.48412088,-0.5460775
2,0.7425989,-0.687551,0.7214156,0.3703584,0.3208269,2.3006148,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0.6686071,-1.4168044,-0.3009639,0,0,0.49644575,-0.6572891
2,-0.59210724,-0.687551,-0.6884938,0.5979823,-0.36189264,-0.27148235,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0.055601574,-1.5430081,0.3125294,0,0,-0.9962626,1.309588
1,0.5226572,-0.56187415,-0.38007614,-1.1281655,-1.5993218,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0.055601574,0.114938535,0.3861161,0,0,0.2335319,-1.0992839
2,-0.08725958,-0.687551,-0.90879214,-1.5644445,1.3875762,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0.055601574,-1.5430081,0.27919182,0,0,0.18443413,-0.8661673
2,0.72247815,-0.687551,1.5585493,0.7117942,-1.5993218,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0.055601574,0.114938535,0.16007085,0,0,-0.93088114,0.29086113
2,-1.0214524,-0.687551,-1.7459259,-1.6972251,0.10747705,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,-1.4243248,0.74940723,0.5613418,0,0,-1.3753313,-0.3072577
2,-1.2921435,-0.6633824,1.4263703,-2.4370027,-0.5325725,-0.6422932,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.055601574,-1.5430081,-0.34324571,1,0,-0.9998544,0.42417246
2,-0.9969579,-0.687551,-0.9969115,0.16170318,-0.36189264,-0.15838233,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0.055601574,1.7728852,0.15275283,0,0,-0.03627489,-0.7556686
2,-0.040677886,-0.687551,-0.8206728,0.73076284,0.30358094,1.5799973,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,1,0,0.055601574,0.114938535,0.255205,0,0,1.753625,0.7164594
2,0.73515475,-0.687551,-1.3053292,-0.55910575,-0.31922266,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,-1.077085,-1.0574068,-0.05743672,0,0,0.13004318,-0.70647883
1,-1.3013601,2.0918415,0.67735595,-2.4370027,-1.5993218,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0.055601574,0.114938535,-0.39894393,0,1,-0.5848162,0.48476854
2,-0.17585066,-0.687551,-0.8206728,0.2755151,0.6195167,1.2635992,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,-1.4243248,0.74940723,-0.112728365,0,0,0.3487717,-0.8811381
1,1.2148964,-0.5787922,-1.0409712,0.10479722,-0.10587281,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,1,0.055601574,0.114938535,-0.12777095,0,0,-0.9998544,0.4049243
1,1.0166944,-0.6029608,-1.5256275,0.6738569,2.2398665,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,1.535528,-0.5195302,0.30317864,0,0,-0.13242425,-0.81555176
2,-0.21893828,-0.687551,0.5892366,-1.2799146,0.3208269,-0.6422932,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,-1.4243248,-0.5195302,-0.11394804,0,0,0.53128767,0.31153506
1,-1.3579178,0.8495738,-0.24789712,0.57901365,-0.31922266,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,-0.557404,1.6466814,-0.5302616,1,0,1.0080066,0.6765373
2,1.1118605,1.7051433,1.0298333,0.16170318,-0.9592722,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,-1.5462592,0.114938535,-0.019626997,0,0,-0.039362982,0.4170435
2,0.80168337,-0.687551,-1.1731502,0.69282556,-0.06801497,0.7176156,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0.055601574,0.114938535,-1.028293,0,0,0.46374872,-1.3309748
1,-1.3444668,2.0918415,0.19269957,0.2755151,-0.9592722,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0.055601574,-1.5430081,0.030785972,0,0,0.40192917,-0.9053765
2,0.64859086,-0.6633824,0.1486399,0.46520168,0.12881203,0.43833148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1.4243248,0.74940723,-0.0362958,0,0,-0.30347544,1.1363544
2,0.60251576,-0.687551,-0.20383745,0.40829572,0.6195167,1.6576698,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0.055601574,-1.5430081,0.40319145,0,0,0.21298987,-0.82695806
1,-1.3043743,2.0918415,-1.3934485,-2.0196922,0.96087646,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,-0.557404,-1.4168044,0.65525633,0,0,0.93391985,0.16966899
2,-1.5923679,-0.687551,1.073893,-0.19870128,0.12881203,2.3006148,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.055601574,1.7728852,0.39180788,1,0,-1.1385201,-0.908941
1,-1.5181394,-0.687551,-0.60037446,0.29448378,-0.31922266,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,1,0.055601574,0.114938535,-0.10337757,0,0,-0.074369274,-1.3245587
2,-0.10679102,-0.687551,0.8535946,0.57901365,-0.36189264,2.3006148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1.077085,1.2872838,-0.22168544,1,0,-0.93088114,0.8483449
1,-1.5848163,1.1202625,0.5892366,0.74973154,1.600926,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0.055601574,-1.5430081,0.23812963,0,0,0.38313514,0.14899503
2,-1.3589581,-0.6633824,0.10458023,0.6738569,-0.6179125,0.11989498,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0.055601574,-1.5430081,-0.054184273,1,0,0.49068815,0.40064692
2,0.7451832,-0.687551,-0.07165845,0.46520168,0.12881203,0.45527324,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0.055601574,1.7728852,-0.5436779,0,1,0.38932872,-0.9182086
1,0.9216337,-0.61504513,1.2941914,-0.2745759,-0.5325725,-0.6422932,0,0,0,0,0,0,1,0,0,1,0,1,1,1,2,1,0,0,-1.077085,-1.0574068,-0.6534481,0,0,0.32693112,-0.77491677
1,0.630114,2.0918415,0.016460894,0.57901365,0.12881203,0.48004264,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0.055601574,1.7728852,0.04704822,0,1,-0.5562941,0.40777588
1,0.68811655,-0.35885766,1.3823106,0.23757781,-0.10587281,1.5645329,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0.6686071,-1.4168044,0.5402009,0,0,0.66088015,-1.5541109
1,-1.540672,-0.5715416,0.016460894,0.52210766,-0.9592722,0.0008979853,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1.535528,0.74940723,0.7259971,0,0,-0.6548497,-1.2489918
1,0.7661419,2.0918415,0.19269957,1.0152928,1.600926,1.9650251,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0.6686071,1.6466814,0.64997107,0,0,0.6064669,0.43914327
1,1.0177213,-0.22834706,0.7214156,-0.4073565,-0.9592722,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0.055601574,-1.5430081,0.018589286,0,0,-0.54416126,-1.0265687
1,-0.055172298,0.16076787,-0.6884938,0.29448378,-0.9592722,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,1,0.055601574,0.114938535,0.56337464,1,0,1.4947679,0.35430875
1,-1.3518447,2.0918415,-1.6137469,-0.084889345,0.96087646,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,1.1882882,-1.0574068,-0.44488478,0,0,0.62324375,0.58386093
1,0.8367271,0.7190632,-0.15977779,0.57901365,1.1742263,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,-0.557404,1.6466814,0.1112841,0,0,0.75574535,-1.2603981
1,0.7037982,-0.5401224,0.23675925,0.6359196,-0.10587281,-0.6422932,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,1,0,0,-0.557404,-1.4168044,0.018589286,0,0,-0.9681223,-1.627539
2,-1.5590366,-0.687551,0.7654753,0.14273453,-0.10587281,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,-1.5462592,0.114938535,-0.023286004,1,0,0.530855,1.4528798
1,0.8351136,-0.010829399,-0.15977779,0.6169509,1.8142759,-0.6422932,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,1,0,0,-1.5462592,0.114938535,0.57394505,0,0,0.27743337,-0.7378462
2,-1.3187,-0.687551,0.060520563,-1.0902281,-1.5993218,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0.055601574,0.114938535,0.4519782,0,0,0.71734416,-0.5553451
1,-1.6098547,-0.687551,0.10458023,0.16170318,-0.5325725,2.3006148,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,1.535528,-0.5195302,0.20275925,0,0,-1.1385201,-0.7977294
2,-0.9956036,-0.687551,-2.3627613,0.57901365,-0.28485206,-0.43093586,0,0,0,0,0,0,1,0,0,1,0,1,1,1,2,0,1,0,0.055601574,0.114938535,-0.17493147,0,0,0.3494118,-0.65301174
2,0.25610703,-0.687551,0.10458023,0.7117942,0.12881203,2.2266681,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,-0.557404,-1.4168044,0.24748042,0,0,-0.6443375,1.5676559
1,-1.4853275,-0.687551,1.073893,-0.04695203,-0.31922266,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,-1.5462592,0.114938535,0.5796369,1,0,-0.6885842,-1.5241693
1,0.83222514,-0.28393492,-0.07165845,0.56004494,1.1742263,-0.6422932,0,0,0,0,1,0,1,0,0,0,0,1,1,1,2,1,0,0,-0.557404,1.6466814,0.16129051,0,0,1.8107713,-1.0843132
2,1.1854304,-0.687551,-0.33601645,0.52210766,0.12881203,0.5813894,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,1.535528,-0.5195302,0.086077616,0,0,0.28758493,0.016396582
2,1.1297978,-0.687551,-1.3934485,1.3946658,-0.8525973,1.8787585,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,-1.5462592,0.114938535,-0.45179623,0,0,-0.7397334,0.69008225
2,0.24847722,-0.687551,1.4263703,0.6738569,-0.8525973,1.6954968,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,-0.557404,-1.4168044,0.26943448,0,0,-0.35105866,1.9718673
1,-1.5412278,0.8495738,0.016460894,0.0099539375,2.2398665,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,-1.5462592,0.114938535,0.21373627,1,0,0.17359878,-1.5427046
