Source,Additional_Lng,f6,f16,f17,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,D1,D2,D3,y,Location_Available,Wind_D_Calm,Wind_D_Variable,Wind_D_Sin,Wind_D_Cos,Record_Delay_Time,is_holiday,has_sensitive_word,Address_Freq,Address_Mean
3,1.2309836,-0.687551,0.7654753,0.12376587,1.1742263,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0.055601574,1.7728852,-0.21721332,0,0,0.6543019,0.31652534
2,-1.5749283,-0.6633824,0.10458023,0.7687002,0.12881203,0.89096713,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1.535528,-0.5195302,0.029566305,0,0,0.20622522,-0.99733996
2,1.200963,-0.687551,0.4570576,1.0342613,0.19568901,2.3006148,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0.055601574,0.114938535,-0.37536368,0,0,-1.0603426,0.22598769
1,0.75386935,0.5184636,-1.0409712,0.86354345,-0.31922266,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0.6686071,1.6466814,0.3377359,0,0,-0.20981531,-0.8526223
1,-1.2723272,0.6030538,1.5585493,-2.4370027,0.3208269,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,-0.557404,-1.4168044,0.024281073,0,0,-1.2383204,0.16254003
2,0.7999009,-0.687551,-1.3934485,1.1480733,1.1102214,0.7176156,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1.535528,-0.5195302,-0.5961237,1,0,1.5152793,-0.83123547
1,0.20327389,-0.61021143,-0.4241358,-0.009014718,-0.10587281,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,1.535528,-0.5195302,-0.5973434,0,0,1.2064815,-0.8440676
1,0.9203862,-0.6126283,0.32487857,-0.16076396,-0.31922266,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,-1.5462592,0.114938535,0.17714621,0,0,0.32693112,-0.76422334
2,-1.542627,-0.687551,1.5585493,1.0721986,-0.1272078,0.11545907,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0.6686071,-1.4168044,-0.054997385,0,0,1.1138885,-0.92890203
1,1.184392,0.9800844,-0.20383745,0.40829572,0.10747705,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,-1.5462592,0.114938535,0.747138,0,0,-1.2383204,0.5396614
2,0.6664146,-0.687551,-0.60037446,0.69282556,-0.1272078,0.2942482,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,0,0,0,-1.077085,-1.0574068,-0.07329241,0,0,0.06909627,1.5861912
1,-1.7128625,1.1516817,0.67735595,0.56004494,1.1102214,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,-1.077085,1.2872838,-0.39975703,0,0,-0.26895985,-1.2062181
2,1.2189025,-0.687551,0.32487857,0.99632406,-0.31922266,-0.6422932,0,0,0,0,0,0,1,0,0,1,0,1,1,1,2,0,0,0,0.055601574,1.7728852,-0.54083204,0,0,-1.0857207,-0.3742698
1,0.76661056,-0.4096118,-1.4815679,0.5410763,1.600926,-0.6422932,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0,0,1.535528,-0.5195302,0.3600965,1,0,0.39928412,-1.2069311
2,0.7062379,-0.687551,-1.1731502,0.69282556,-0.31922266,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,-1.5462592,0.114938535,-0.0428007,1,0,1.4545017,0.93959546
1,-1.4056461,-0.687551,0.5892366,0.16170318,-0.10587281,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.055601574,-1.5430081,0.23812963,0,0,-0.7538586,-1.3438069
2,-0.04129756,-0.687551,-1.0409712,0.6738569,0.30358094,1.5799973,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0.055601574,0.114938535,-0.07410552,0,0,1.753625,0.7164594
2,-0.0011168919,2.0918415,-0.027598776,1.3946658,-0.8525973,1.1732517,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0.055601574,1.7728852,-0.1989183,0,1,-1.7692647,0.45839143
1,0.75014484,-0.45553216,-1.1731502,0.9014808,0.96087646,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0.055601574,1.7728852,-0.3473113,1,0,0.2370725,-1.546269
1,0.72952586,0.105180025,-0.07165845,0.6359196,1.600926,1.6436257,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4,1,0,0,-1.4243248,-0.5195302,-0.14687909,0,1,-1.1988364,1.0707681
1,0.982348,-0.6561318,0.32487857,-0.1417953,-0.9592722,-0.6422932,0,0,0,0,0,0,0,0,0,1,0,1,1,1,4,1,0,0,0.055601574,-1.5430081,-0.45708147,0,1,-0.7510076,-0.59811884
2,0.41070774,-0.687551,-1.5696872,0.8445748,1.8356109,1.4756533,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,-1.4243248,-0.5195302,-0.4107341,0,0,-1.1850281,0.8162646
1,0.99581486,-0.28393492,-0.29195678,0.7876688,2.2398665,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1.535528,-0.5195302,-0.55465496,0,0,-0.6857763,0.8583255
1,1.2227316,1.7268951,-0.07165845,0.028922593,-1.5993218,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0.055601574,0.114938535,-0.46155357,0,0,-1.1988364,0.95242757
1,-1.3520994,2.0918415,0.32487857,0.57901365,-1.5993218,-0.6422932,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0.055601574,0.114938535,-0.39609805,0,0,1.3504312,0.9481502
1,0.720469,-0.30568668,1.2941914,-0.009014718,0.10747705,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,-1.077085,1.2872838,-0.17655769,1,0,-0.8952196,-1.9647384
2,1.1970838,2.043504,0.80953497,0.48417035,-0.9592722,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1.6574624,0.114938535,0.039323654,0,0,-0.8350973,0.9502889
1,-1.6063191,-0.25493255,-0.26820654,0.028836893,-0.07364212,0.17631377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,-0.26016656,-0.34083188,-0.0033535217,0,0,-0.6857763,-0.9695371
1,-1.341384,-0.3032698,-0.64443415,0.48417035,-0.10587281,-0.6422932,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,0,1,0.055601574,0.114938535,0.23812963,0,0,0.046310037,-0.81697756
2,0.8597023,-0.687551,-1.2172098,0.9773554,-0.31922266,-0.6422932,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1.1882882,-1.0574068,-0.39325213,0,0,0.20622522,-1.3209943
1,0.0026919278,0.11243061,-0.8647325,-0.25560725,0.53417677,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,1.535528,-0.5195302,-0.37170467,0,0,-1.3753313,0.59312856
1,0.07305135,-0.65371495,0.41299793,-1.1850713,-0.31922266,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,-1.4243248,0.74940723,-0.591245,0,0,0.7216685,0.14329188
1,-0.18048267,-0.63921374,-1.5256275,-2.2093787,2.2398665,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,-1.4243248,0.74940723,-0.19810517,0,0,-1.3006012,0.21030399
2,0.7492635,-0.687551,1.2501316,0.6169509,-0.8525973,2.3006148,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,-1.077085,-1.0574068,-0.17737082,0,0,0.11146576,1.3744614
1,-1.3705964,0.36620122,-0.24789712,0.6169509,0.36349687,0.25817445,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,-1.077085,1.2872838,1.6098502,0,0,0.84582025,0.6002575
2,0.7990334,1.8259864,0.5892366,-0.9764162,-0.5325725,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,-1.5462592,0.114938535,0.08485795,0,0,1.8040057,-1.6902738
1,-1.5319598,0.458042,1.5585493,0.74973154,0.10747705,0.17631377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.055601574,1.7728852,1.4090115,1,0,-1.2383204,-0.9873594
2,0.2040305,-0.687551,0.7214156,1.0911673,0.36349687,2.3006148,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,-0.557404,1.6466814,0.12754636,1,0,0.29989636,-0.71574646
1,1.1119322,-0.3105204,-0.027598776,0.44623303,-0.10587281,-0.6422932,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1.6574624,0.114938535,-0.20461006,1,0,-0.9681223,1.3195684
2,0.67402333,-0.687551,0.5892366,-0.55910575,0.10747705,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0.6686071,1.6466814,0.6263908,0,0,0.68727237,1.2525563
2,-1.6149383,0.7383981,1.1179526,0.10479722,-0.5325725,2.3006148,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,-1.4243248,0.74940723,-0.10134479,1,0,0.12444233,1.6254003
1,-1.345197,-0.19934471,1.1620123,0.6169509,0.12881203,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,-1.5462592,0.114938535,0.2356903,1,0,0.009029614,0.4733622
1,0.72881484,-0.45794904,1.2501316,0.74973154,-0.5325725,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,1.535528,0.74940723,0.50645673,0,0,-0.29765582,-0.8440676
3,0.41476387,-0.687551,0.060520563,0.7876688,-0.5325725,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1.6574624,0.114938535,0.086077616,0,0,-1.5910699,0.18963005
1,0.9024498,2.0918415,0.04173559,-0.10134981,-0.13593426,1.0927044,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,-0.035196677,-0.091276646,-0.0033535217,0,0,-1.3006012,-0.45411405
1,-1.6093748,-0.687551,0.9857736,0.10479722,-0.31922266,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,-1.5462592,0.114938535,-0.37170467,1,0,-1.7692647,-0.60310906
1,-1.5116616,-0.687551,-0.8647325,-2.4370027,2.2398665,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0.6686071,-1.4168044,-0.22981656,0,0,-1.0603426,-1.1178192
2,-1.4478391,-0.687551,-2.010284,-2.4370027,-1.5993218,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0.055601574,0.114938535,-0.6156384,0,0,1.1439316,0.861177
1,0.79161155,2.0918415,-0.38007614,-1.0902281,-0.10587281,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,1,0.055601574,0.114938535,0.4641749,0,0,1.7469435,-0.79986805
1,0.21152134,0.032674134,-1.1731502,0.7117942,-0.10587281,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0.055601574,1.7728852,0.21373627,0,0,0.72125083,-0.7399849
1,0.45439523,-0.32018787,-1.3493888,-0.90054154,2.2398665,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,-1.5462592,0.114938535,0.4975125,0,0,0.8176437,-0.46837196
2,0.6232469,-0.687551,1.3823106,-0.17973262,2.2398665,2.3006148,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1.535528,0.74940723,0.1576315,0,0,-1.3753313,-0.3493185
1,1.0478312,2.0918415,0.40046495,0.5244767,-0.08455185,0.808326,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,-0.09349619,0.05071271,-0.0033535217,0,0,0.37347242,1.2803593
2,0.5817776,-0.687551,0.9417139,-0.9764162,0.10747705,1.5645329,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,-1.077085,-1.0574068,-0.28022954,0,0,-0.20231432,0.9003863
1,-1.3606732,-0.687551,0.5451769,-0.009014718,-1.5993218,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0.055601574,0.114938535,-0.15216433,0,0,0.49068815,0.49831355
2,1.3258682,-0.687551,1.1179526,-0.8246669,1.8356109,1.6039562,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0.6686071,-1.4168044,0.059244905,0,1,-1.7692647,1.2233276
1,1.151787,0.18251963,-1.1290905,0.047891248,2.0276258,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,1.1882882,-1.0574068,0.49791905,1,1,-0.19789805,-0.21458137
1,-0.9967346,0.12451492,-2.3627613,-2.4370027,0.53417677,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0.6686071,-1.4168044,-0.64003175,0,0,-0.35105866,0.14970793
1,0.45869043,0.18735336,-1.6137469,-0.46426246,0.3208269,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,-1.4243248,-0.5195302,0.32879165,0,0,1.5261544,-0.97310156
1,-1.3799342,-0.6077945,-0.20383745,0.74973154,-0.18854974,0.17631377,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0.055601574,0.114938535,-0.65670055,0,0,-1.0857207,0.19747189
1,0.83979195,-0.45553216,0.4045135,0.47196048,-0.6219173,0.5018695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.075635135,-0.03396444,-0.0033535217,0,0,0.380894,-1.3117266
1,-1.5593897,2.0918415,-0.3041059,0.27807835,-0.14998911,0.46956617,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,1,0,0,-0.08156137,-0.22599345,-0.0033535217,0,0,0.4727102,1.0258558
2,-1.538467,-0.687551,-1.3934485,0.29448378,-0.8525973,0.11545907,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,-1.077085,1.2872838,0.1706413,0,0,1.0537828,-0.87543494
2,0.7408727,-0.687551,-0.33601645,0.6359196,1.3449062,1.4160713,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,-1.4243248,0.74940723,-0.59449744,0,0,-0.3299923,0.6572891
2,-0.06829111,-0.687551,0.10458023,-0.90054154,0.3208269,-0.6422932,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,-1.077085,-1.0574068,0.12957914,0,0,0.5965219,-1.8535267
1,-1.1870054,1.6253868,1.0298333,-2.4370027,0.14363009,2.3006148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,-0.015960118,-0.122940764,0.018589286,0,0,-0.87337977,-1.5419917
2,0.58189905,-0.687551,-0.51225513,-1.1850713,-0.31922266,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,1.535528,0.74940723,0.5430468,0,0,-1.7692647,0.38638905
1,0.92265743,-0.317771,0.5892366,0.0099539375,-1.5993218,-0.6422932,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,1,1,0,0.055601574,0.114938535,-0.34039983,0,0,0.32693112,-0.77491677
1,0.58230484,-0.64163065,1.2501316,-1.9438176,0.10747705,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0.6686071,-1.4168044,0.18934289,0,1,-0.49100605,1.4928019
1,-0.9359724,-0.687551,-1.5696872,-2.4370027,-0.5325725,-0.6422932,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,-0.557404,1.6466814,-0.42293078,0,0,0.69811106,-2.110169
2,0.7151982,-0.687551,-1.7459259,1.0152928,-0.36189264,1.0624328,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,1,0.055601574,0.114938535,0.7475446,0,0,1.2680788,-0.29014823
2,0.8230377,2.0918415,0.32056317,0.66112906,1.3875762,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,-1.077085,1.2872838,0.2942344,0,0,-1.0857207,-0.70647883
1,-0.03847322,-0.6295463,1.1179526,1.1291046,0.53417677,-0.6422932,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,1,0,0,-1.077085,1.2872838,0.69469225,0,0,0.5228462,-0.16325293
2,0.5934665,-0.6633824,1.4263703,1.2049793,-0.1272078,2.3006148,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,-0.557404,1.6466814,0.5515845,0,0,0.44534913,1.7244928
1,0.80009145,-0.5401224,-1.4375082,0.52210766,1.1102214,0.7176156,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,-0.557404,-1.4168044,-2.930976,0,0,1.4516159,-1.1983763
1,0.40880993,0.088261984,0.5892366,1.0152928,0.85420156,1.0933821,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,1.1882882,1.2872838,0.06087113,0,0,-0.78120136,1.8891715
2,0.44025353,2.0918415,1.1179526,0.46520168,-1.5993218,-0.6422932,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0.055601574,0.114938535,0.10071364,0,0,-0.30551827,-0.80271965
1,-1.3007573,2.0918415,-0.6167955,-2.4370027,-0.31922266,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,-1.077085,-1.0574068,5.9217854,1,0,0.073467314,-0.5581967
1,0.8387798,-0.05191607,0.1486399,0.74973154,-0.9592722,-0.6422932,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,1.535528,0.74940723,0.42107993,0,0,-0.2202501,-1.0344105
2,0.66915613,-0.687551,0.9857736,-1.5834131,0.96087646,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,-1.4243248,-0.5195302,-0.6977627,0,0,1.0840074,1.6510646
1,-0.16765063,-0.687551,-1.5696872,-2.4370027,2.2398665,-0.6422932,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0.055601574,-1.5430081,-0.60547453,0,0,0.40230682,-0.8889799
1,-1.367522,-0.6198788,0.5892366,0.18067184,0.3208269,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0.055601574,-1.5430081,-0.29852456,0,0,1.1031103,0.223849
2,1.1265106,-0.687551,1.5585493,0.3324211,0.36349687,0.6572739,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0.055601574,-1.5430081,0.331231,0,0,-1.5910699,0.84478045
1,1.2336725,2.0918415,-1.3053292,0.82560617,1.1742263,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0.6686071,1.6466814,0.50645673,0,0,-0.9998544,-0.1675303
2,-1.4201344,-0.687551,-0.7325535,0.8445748,0.36349687,0.4759009,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1.535528,-0.5195302,0.045421995,1,0,-1.3006012,-0.41561773
1,-1.5833964,-0.6609655,1.4263703,0.40829572,-0.5325725,2.3006148,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0.6686071,-1.4168044,-0.030197458,1,0,0.021462634,0.7841844
1,0.09102994,1.4344547,0.67735595,-0.17973262,-0.5325725,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,-1.4243248,0.74940723,0.14055614,0,0,1.0681978,0.49403617
2,0.52036667,-0.6633824,0.19269957,0.52210766,1.8356109,0.66296124,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,-1.4243248,0.74940723,0.68208903,0,0,0.2335319,-0.9338923
1,0.9964464,1.1299299,-0.29195678,0.29448378,-0.31922266,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1.535528,-0.5195302,-0.12411194,0,0,0.6877771,-0.027802901
2,0.9976557,-0.687551,0.08111008,0.10668918,-0.14004104,0.96957016,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,-0.032726098,-0.13913594,-0.0033535217,0,0,-1.5910699,0.49189746
2,0.6310523,-0.687551,0.36893824,-0.46426246,-0.9592722,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,-1.4243248,-0.5195302,-0.026945008,0,0,-0.64973086,-0.5147101
2,0.7943928,-0.687551,1.2501316,0.5979823,-1.5993218,2.3006148,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0.055601574,0.114938535,-0.4847273,0,0,-0.8952196,0.10764713
1,1.2397771,1.4948763,0.36893824,-0.16076396,1.600926,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,-1.077085,-1.0574068,-0.49570432,0,0,0.018831326,1.1570284
1,0.8491645,-0.547373,0.67735595,-2.4370027,1.8142759,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,-0.557404,-1.4168044,-0.32291794,0,0,1.0136938,0.854761
2,-1.295182,-0.687551,-2.4949403,-0.21766993,-1.5993218,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0.055601574,0.114938535,-0.56603855,0,0,1.581674,0.96026945
1,1.0192229,-0.5715416,1.2501316,0.9773554,0.96087646,1.5645329,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,-1.5462592,0.114938535,0.2393493,1,0,-0.052274782,0.037070535
2,0.8353952,-0.687551,0.8976543,0.6359196,-0.31922266,-0.6422932,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,-1.077085,-1.0574068,-0.089148104,0,0,1.0501013,-0.7820457
1,0.08365845,0.5885526,-0.11571811,0.1996405,0.85420156,0.32502246,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0.055601574,1.7728852,0.35806373,0,0,1.6338972,-0.06772502
1,-1.6193016,-0.15584117,-1.5256275,0.44623303,0.36349687,0.10809652,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,-1.077085,-1.0574068,-0.49895677,1,1,-1.3006012,-1.0579361
1,0.068171024,2.0918415,1.3823106,-1.0712595,0.3208269,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1.6574624,0.114938535,0.06737603,0,0,0.3699847,0.6202186
2,-1.5942996,-0.687551,0.9417139,0.86354345,0.36349687,1.5645329,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,-1.4243248,0.74940723,-0.11028903,0,0,0.3585242,0.63518935
1,0.7146833,0.97041696,1.5585493,-0.86260426,-0.31922266,2.3006148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1.1882882,1.2872838,0.036884315,1,0,-1.4684018,-1.0401137
1,-1.4983528,-0.34677336,1.5585493,0.40829572,-1.5993218,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0.055601574,0.114938535,-9.372859,0,0,-0.8539852,-1.6517775
1,1.173678,2.0918415,-0.38007614,0.06685991,-1.5993218,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0.055601574,0.114938535,2.5994081,1,1,-1.5910699,0.7378462
2,-1.3412126,-0.687551,1.1179526,0.14273453,-1.5993218,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0.055601574,0.114938535,0.30724418,0,0,-0.39769793,0.018535268
1,0.5406855,2.0918415,1.5585493,-2.418034,-0.5325725,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,-1.4243248,0.74940723,-0.15216433,0,0,-1.7692647,1.4742666
1,0.7826518,2.0918415,0.5892366,1.0342613,-0.6179125,1.7579216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0.055601574,-1.5430081,-0.5558746,0,1,-1.7692647,0.9581307
2,1.190986,-0.687551,-0.51225513,0.74973154,-0.6179125,0.8943164,0,0,0,1,0,0,0,0,0,1,0,1,1,1,2,0,0,1,0.055601574,0.114938535,0.537355,0,0,-0.19789805,0.6344765
2,0.094759785,-0.687551,0.19269957,0.99632406,-0.36189264,-0.10357489,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,-1.077085,1.2872838,-0.55831397,0,0,-0.87337977,0.039922114
1,0.5190428,-0.25009882,1.1179526,-1.7541311,-0.10587281,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,-1.5462592,0.114938535,-0.030197458,0,0,0.89044493,-1.1777023
2,0.051868886,-0.687551,0.5892366,-2.038661,1.3875762,-0.6422932,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,-1.077085,-1.0574068,0.28122458,1,0,-0.8321937,-1.1206708
2,-0.1644486,-0.687551,0.36893824,-1.5644445,0.96087646,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,-1.5462592,0.114938535,0.41864058,1,0,0.13839816,-0.65942776
1,-0.06669936,0.1390161,-1.0409712,-1.924849,0.53417677,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,-0.557404,-1.4168044,0.17308065,1,0,-0.27537587,0.7292915
1,-1.6402208,-0.3757757,0.060520563,-0.009014718,2.2398665,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,-1.5462592,0.114938535,0.060464576,0,0,-0.3762359,-1.0657779
1,-1.3622015,-0.5570404,0.41299793,0.46520168,-1.5993218,-0.6422932,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0.055601574,0.114938535,-0.66442513,1,0,1.0092305,0.25949374
2,0.3880982,-0.687551,-0.60037446,-0.5211684,-0.31922266,-0.6422932,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,1.535528,0.74940723,-0.23184933,0,0,-1.3753313,-0.66441804
2,-1.5805727,-0.687551,0.41299793,0.6738569,-0.5325725,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1.4243248,-0.5195302,-0.6184843,1,0,0.028298168,0.13758871
2,0.91191304,-0.687551,1.3823106,0.2755151,-0.3151148,1.3791549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0.055601574,0.114938535,-0.06312851,0,0,-0.5963543,-1.0607876
1,1.2022789,0.21877258,-1.1731502,0.31345242,2.2398665,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0.6686071,-1.4168044,20.228498,1,0,0.68891585,0.7406978
1,-1.3555876,-0.6633824,-0.027598776,0.503139,-1.5993218,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0.055601574,0.114938535,0.17714621,0,0,0.5898681,0.12190503
1,-1.4083322,-0.20901217,-0.64443415,-2.4370027,-0.10587281,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,1.1882882,-1.0574068,0.023061406,0,0,-1.5910699,-0.99947864
2,0.697844,-0.687551,0.5011172,0.52210766,-0.8525973,0.10876366,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0.055601574,-1.5430081,-0.16232823,0,0,-0.817206,-1.5427046
1,0.79556406,1.3136115,0.7654753,-1.2419773,-1.5993218,-0.6422932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0.055601574,0.114938535,-0.12329883,0,0,-0.94208086,0.34504113
